cost,LogRooms,LogIncome,LogPeople,elheat,onlysecondary,waterheat,cookel,poolfilt,airrev,aircond,microwave,dish,dryer
226.0,1.791759469228055,8.779557455883728,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653.0,2.1972245773362196,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
256.0,2.0794415416798357,9.367344120785848,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
259.0,1.791759469228055,10.571316925111784,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
428.0,1.791759469228055,8.779557455883728,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
625.0,1.9459101490553132,10.571316925111784,0.6931471805599453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
190.0,1.6094379124341003,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1240.0,2.302585092994046,10.42821608147111,1.0986122886681096,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
271.0,1.791759469228055,9.878169744551839,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
395.0,1.6094379124341003,8.779557455883728,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
630.0,1.6094379124341003,10.696480068065789,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
289.0,2.0794415416798357,9.367344120785848,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
374.0,1.6094379124341003,9.878169744551839,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
269.0,2.1972245773362196,9.568014816247999,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
285.0,1.9459101490553132,9.185022563991893,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271.0,1.791759469228055,11.002099841204238,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312.0,1.791759469228055,9.568014816247999,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
496.0,1.791759469228055,9.568014816247999,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
252.0,1.9459101490553132,9.185022563991893,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
426.0,1.9459101490553132,10.42821608147111,1.0986122886681096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
883.0,1.9459101490553132,10.114558522616068,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
583.0,1.9459101490553132,9.735068900911164,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190.0,1.791759469228055,9.185022563991893,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
479.0,1.791759469228055,11.002099841204238,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
261.0,2.0794415416798357,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
715.0,2.0794415416798357,10.305613759378778,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
520.0,1.791759469228055,8.779557455883728,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
481.0,1.9459101490553132,10.21464198117305,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
402.0,1.6094379124341003,9.367344120785848,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
349.0,2.0794415416798357,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
476.0,1.791759469228055,10.003332887505843,1.3862943611198906,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
293.0,1.9459101490553132,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165.0,1.6094379124341003,8.268731832117737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386.0,1.791759469228055,10.696480068065789,1.0986122886681096,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
633.0,1.791759469228055,9.568014816247999,1.0986122886681096,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
498.0,2.1972245773362196,10.696480068065789,1.0986122886681096,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
463.0,1.6094379124341003,10.807705703176014,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
631.0,1.791759469228055,10.114558522616068,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
59.0,2.1972245773362196,8.779557455883728,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
397.0,1.791759469228055,8.268731832117737,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
718.0,2.302585092994046,10.571316925111784,1.3862943611198906,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
309.0,2.302585092994046,9.735068900911164,1.3862943611198906,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
415.0,2.0794415416798357,9.041921720351219,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
478.0,1.9459101490553132,10.114558522616068,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
385.0,1.9459101490553132,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
264.0,2.0794415416798357,8.779557455883728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
102.0,1.3862943611198906,9.568014816247999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
503.0,1.9459101490553132,10.003332887505843,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
498.0,1.9459101490553132,9.735068900911164,1.6094379124341003,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
635.0,2.1972245773362196,9.367344120785848,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
794.0,2.1972245773362196,10.003332887505843,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
393.0,2.1972245773362196,10.305613759378778,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
592.0,1.791759469228055,10.42821608147111,1.791759469228055,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
334.0,1.9459101490553132,10.305613759378778,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
490.0,1.9459101490553132,9.735068900911164,1.0986122886681096,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
162.0,1.9459101490553132,9.878169744551839,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262.0,1.791759469228055,10.003332887505843,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
407.0,1.6094379124341003,10.114558522616068,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
390.0,1.9459101490553132,8.779557455883728,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
615.0,2.302585092994046,11.002099841204238,1.3862943611198906,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
427.0,2.0794415416798357,10.21464198117305,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
427.0,1.791759469228055,9.878169744551839,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
261.0,1.9459101490553132,10.571316925111784,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
250.0,1.3862943611198906,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
484.0,2.0794415416798357,9.041921720351219,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
462.0,1.791759469228055,9.735068900911164,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
204.0,1.791759469228055,8.779557455883728,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
222.0,1.9459101490553132,10.571316925111784,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
347.0,1.791759469228055,10.42821608147111,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
309.0,1.9459101490553132,8.779557455883728,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
419.0,1.791759469228055,9.878169744551839,0.6931471805599453,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
354.0,2.0794415416798357,10.305613759378778,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
170.0,1.3862943611198906,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
391.0,1.9459101490553132,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
354.0,1.791759469228055,9.041921720351219,1.0986122886681096,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
310.0,1.9459101490553132,10.003332887505843,1.6094379124341003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
367.0,2.0794415416798357,9.568014816247999,1.3862943611198906,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
207.0,1.791759469228055,9.185022563991893,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
700.0,1.6094379124341003,9.735068900911164,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
78.0,1.6094379124341003,8.779557455883728,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
536.0,2.1972245773362196,10.696480068065789,1.3862943611198906,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
355.0,1.791759469228055,9.568014816247999,1.6094379124341003,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
650.0,2.0794415416798357,10.42821608147111,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
160.0,1.791759469228055,9.185022563991893,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
743.0,2.1972245773362196,9.735068900911164,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
318.0,2.302585092994046,9.878169744551839,1.6094379124341003,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
644.0,1.9459101490553132,10.696480068065789,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
622.0,1.9459101490553132,9.568014816247999,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
737.0,2.0794415416798357,9.735068900911164,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
230.0,1.791759469228055,8.779557455883728,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
252.0,1.791759469228055,9.367344120785848,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
183.0,1.9459101490553132,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512.0,2.0794415416798357,9.367344120785848,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
236.0,1.791759469228055,10.21464198117305,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
187.0,1.9459101490553132,9.041921720351219,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
506.0,1.6094379124341003,9.185022563991893,0.6931471805599453,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
235.0,2.0794415416798357,11.002099841204238,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
323.0,1.6094379124341003,9.041921720351219,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
182.0,1.791759469228055,9.878169744551839,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
800.0,1.9459101490553132,10.21464198117305,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
202.0,1.791759469228055,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
321.0,1.9459101490553132,10.21464198117305,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
292.0,1.9459101490553132,8.779557455883728,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
660.0,1.9459101490553132,9.735068900911164,1.6094379124341003,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
326.0,1.9459101490553132,10.003332887505843,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
123.0,1.6094379124341003,9.041921720351219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.0,1.9459101490553132,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
217.0,1.9459101490553132,9.878169744551839,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
301.0,2.0794415416798357,10.42821608147111,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
176.0,1.6094379124341003,10.42821608147111,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
200.0,1.6094379124341003,9.735068900911164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501.0,1.6094379124341003,9.185022563991893,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
502.0,1.791759469228055,9.568014816247999,1.0986122886681096,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
459.0,1.9459101490553132,9.878169744551839,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
231.0,1.9459101490553132,9.568014816247999,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
314.0,1.791759469228055,10.21464198117305,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
185.0,1.3862943611198906,9.367344120785848,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469.0,2.1972245773362196,9.367344120785848,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
318.0,1.791759469228055,9.878169744551839,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222.0,1.791759469228055,9.568014816247999,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
238.0,1.791759469228055,10.21464198117305,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547.0,2.0794415416798357,10.42821608147111,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
405.0,2.0794415416798357,10.21464198117305,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
230.0,1.9459101490553132,8.779557455883728,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0,1.6094379124341003,9.185022563991893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117.0,1.9459101490553132,9.878169744551839,1.6094379124341003,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
193.0,1.9459101490553132,9.735068900911164,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
529.0,1.9459101490553132,9.568014816247999,1.0986122886681096,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
229.0,1.9459101490553132,10.003332887505843,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226.0,1.791759469228055,9.185022563991893,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551.0,2.0794415416798357,10.114558522616068,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
104.0,1.3862943611198906,8.268731832117737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.0,1.791759469228055,10.114558522616068,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
343.0,1.791759469228055,8.779557455883728,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
270.0,1.9459101490553132,9.185022563991893,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
314.0,1.9459101490553132,8.268731832117737,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
293.0,1.9459101490553132,9.568014816247999,1.3862943611198906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228.0,1.3862943611198906,9.367344120785848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
616.0,1.9459101490553132,10.571316925111784,1.3862943611198906,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
385.0,1.9459101490553132,8.268731832117737,1.0986122886681096,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
540.0,2.0794415416798357,10.003332887505843,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
244.0,1.3862943611198906,8.779557455883728,1.0986122886681096,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
488.0,1.6094379124341003,9.735068900911164,0.6931471805599453,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
376.0,2.0794415416798357,9.185022563991893,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
355.0,1.791759469228055,9.041921720351219,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
420.0,1.9459101490553132,10.42821608147111,1.3862943611198906,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303.0,1.791759469228055,9.185022563991893,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
281.0,1.9459101490553132,9.185022563991893,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
478.0,2.0794415416798357,10.003332887505843,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
302.0,1.6094379124341003,11.002099841204238,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
273.0,2.0794415416798357,10.42821608147111,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
222.0,1.3862943611198906,8.779557455883728,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
306.0,1.791759469228055,9.041921720351219,1.3862943611198906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368.0,2.0794415416798357,11.002099841204238,1.0986122886681096,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
75.0,1.6094379124341003,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
363.0,1.9459101490553132,9.185022563991893,1.0986122886681096,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
312.0,1.791759469228055,8.779557455883728,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
334.0,2.302585092994046,9.367344120785848,1.0986122886681096,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
300.0,1.6094379124341003,8.268731832117737,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
595.0,1.791759469228055,10.003332887505843,1.3862943611198906,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
359.0,1.791759469228055,10.807705703176014,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
176.0,1.791759469228055,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0,1.6094379124341003,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
270.0,1.6094379124341003,8.779557455883728,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
279.0,1.791759469228055,9.367344120785848,1.0986122886681096,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
186.0,1.6094379124341003,8.268731832117737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
672.0,1.791759469228055,10.571316925111784,1.3862943611198906,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
559.0,1.791759469228055,9.878169744551839,1.0986122886681096,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
1178.0,1.791759469228055,10.305613759378778,1.3862943611198906,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
318.0,1.791759469228055,9.735068900911164,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
301.0,1.791759469228055,9.041921720351219,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
278.0,1.791759469228055,10.114558522616068,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
714.0,1.9459101490553132,10.003332887505843,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
816.0,2.302585092994046,10.696480068065789,1.0986122886681096,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
561.0,2.302585092994046,11.002099841204238,1.3862943611198906,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1804.0,2.0794415416798357,11.002099841204238,1.3862943611198906,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
813.0,1.791759469228055,9.041921720351219,1.0986122886681096,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
375.0,2.0794415416798357,10.305613759378778,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
553.0,2.302585092994046,11.002099841204238,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
403.0,1.9459101490553132,10.305613759378778,1.0986122886681096,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
567.0,2.302585092994046,9.878169744551839,0.6931471805599453,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
504.0,1.6094379124341003,9.185022563991893,1.6094379124341003,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
86.0,1.791759469228055,8.268731832117737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
261.0,1.9459101490553132,9.041921720351219,1.0986122886681096,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
327.0,1.791759469228055,9.367344120785848,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
557.0,1.9459101490553132,9.041921720351219,1.6094379124341003,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
457.0,1.791759469228055,10.305613759378778,1.0986122886681096,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
161.0,1.9459101490553132,8.268731832117737,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
406.0,1.791759469228055,10.003332887505843,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
216.0,1.3862943611198906,8.268731832117737,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
307.0,2.0794415416798357,9.568014816247999,0.6931471805599453,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
128.0,2.0794415416798357,9.367344120785848,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
223.0,2.1972245773362196,9.041921720351219,0.6931471805599453,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
203.0,2.0794415416798357,10.571316925111784,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
645.0,2.0794415416798357,10.305613759378778,1.3862943611198906,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1348.0,2.302585092994046,10.305613759378778,1.6094379124341003,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
386.0,1.9459101490553132,9.367344120785848,1.0986122886681096,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947.0,2.0794415416798357,10.305613759378778,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
664.0,2.0794415416798357,10.003332887505843,0.6931471805599453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
894.0,1.791759469228055,10.003332887505843,1.3862943611198906,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
386.0,1.791759469228055,8.779557455883728,1.6094379124341003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
